Priority_Rank,Priority_Category,FeatureType,AssetID,Benefit_Discrete,Impact,Contribution_Discrete,RepairCost_Low,RepairCost_Mid,RepairCost_High,Benefit_per_Cost_Mid,SurfaceFamily,AssetLength,ConditionScore,MI_Score_Public_Normalized,public_length_m,Contribution_Continuous,Benefit_Continuous,Benefit_Per_Asset_Length,WeightedDistressExtentRatio,MI_Value_Public_Rebuild,MI_Score_Public_Rebuild,Risk_Product_Public_MI_x_Condition,source_layer,SurfaceMaterial,A2_400m_Score,A2_250m_Score,A2_100m_Score,A3_400m_Score,A3_250m_Score,A3_100m_Score,A4_400m_Score,A4_250m_Score,A4_100m_Score,B0_400m_Score,B0_250m_Score,B0_100m_Score,B1_400m_Score,B1_250m_Score,B1_100m_Score,B2_400m_Score,B2_250m_Score,B2_100m_Score,B3_400m_Score,B3_250m_Score,B3_100m_Score,C2_400m_Score,C2_250m_Score,C2_100m_Score,C3_0m_Score,C4_0m_Score,C5_0m_Score,C6_0m_Score,D0_400m_Score,D0_250m_Score,D0_100m_Score,D1_400m_Score,D1_250m_Score,D1_100m_Score,D2_400m_Score,D2_250m_Score,D2_100m_Score,D3_400m_Score,D3_250m_Score,D3_100m_Score,D4_400m_Score,D4_250m_Score,D4_100m_Score,E6_0m_Score,F1_400m_Score,F1_250m_Score,F1_100m_Score,F9_400m_Score,F9_250m_Score,F9_100m_Score,G0_400m_Score,G0_250m_Score,G0_100m_Score,G1_0m_Score,G2_0m_Score,G3_0m_Score,G4_0m_Score,G5_0m_Score,A1_400m_Score,A1_250m_Score,A1_100m_Score,E0_400m_Score,E0_250m_Score,E0_100m_Score,E1_400m_Score,E1_250m_Score,E1_100m_Score,E2_400m_Score,E2_250m_Score,E2_100m_Score,E3_400m_Score,E3_250m_Score,E3_100m_Score,C0_400m_Score,C0_250m_Score,C0_100m_Score,F0_400m_Score,F0_250m_Score,F0_100m_Score,F8_400m_Score,F8_250m_Score,F8_100m_Score,F2_0m_Score,F3_0m_Score,F4_0m_Score,F6_0m_Score,F7_0m_Score,A0_400m_Score,A0_250m_Score,A0_100m_Score,A5_400m_Score,A5_250m_Score,A5_100m_Score,C1_400m_Score,C1_250m_Score,C1_100m_Score,E4_0m_Score,E5_0m_Score,DistressExtentRatio,U_Gap_L3,U_Grade_L3,U_Trip_L3,D_Crack_L1,D_Crack_L2,D_Crossfall_L1,D_Heave_L1,D_Heave_L2,D_Patch_L1,D_Patch_L2,D_Ponding_L1,D_Ponding_L2,D_Rough_L1,D_Rough_L2,D_Trip_L1,D_Trip_L2,D_Utility_L1,D_Utility_L2,T_Crossfall_L1,T_Culvert_L1,T_Obstruct_L1,T_Pond_L2,T_Rocks_L1,T_Roots_L1,T_Roots_L2,T_Rut_L1,T_Rut_L2,T_Veg_L1,T_Mud_L1,T_Pond_L1,T_Rocks_L2,T_Steps_L1,T_Structure_L1,PedestrianIncidents_50m_2020_2024,ConditionScore_num,WeightedDistressExtentRatio_num,AssetLength_num,Benefit_With_Incidents,public_length_m_num
1766,Unscored (no condition data),PTrail,733,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,12.249,,,,,53,3,,trails,Asphalt,1,2,2,1,2,2,1,2,2,0,0,0,1,2,0,1,0,0,0,0,0,1,2,0,0,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,12.249
1767,Unscored (no condition data),PTrail,734,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,142.263,,,,,63,3,,trails,Asphalt,1,2,2,1,2,2,1,2,2,0,0,0,1,2,2,1,0,0,0,0,0,1,2,2,0,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,2,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,142.263
1768,Unscored (no condition data),PTrail,735,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,8.911,,,,,60,3,,trails,Asphalt,1,2,2,1,2,0,1,2,0,0,0,0,1,2,2,1,2,0,0,0,0,1,2,2,0,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,2,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,8.911
1769,Unscored (no condition data),PTrail,736,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,19.188,,,,,55,3,,trails,Asphalt,1,2,2,1,2,0,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,1,2,2,0,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,19.188
1770,Unscored (no condition data),PTrail,737,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,37.068,,,,,57,3,,trails,Asphalt,1,2,2,1,2,0,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,1,2,2,0,5,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,2,0,1,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,37.068
1771,Unscored (no condition data),PTrail,738,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,21.035,,,,,59,3,,trails,Asphalt,1,2,2,1,2,2,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,1,2,2,0,5,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,2,0,1,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,21.035
1772,Unscored (no condition data),PTrail,739,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,5.89,,,,,53,3,,trails,Asphalt,1,2,2,1,2,2,1,2,2,0,0,0,1,2,0,1,0,0,0,0,0,1,2,0,0,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,5.89
1773,Unscored (no condition data),PTrail,742,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,43.792,,,,,51,3,,trails,Asphalt,1,2,2,1,2,2,1,2,2,0,0,0,1,2,0,1,0,0,0,0,0,1,2,0,0,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,43.792
1774,Unscored (no condition data),PTrail,743,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,50.083,,,,,50,3,,trails,Asphalt,1,2,2,1,2,0,1,2,0,0,0,0,1,2,0,1,0,0,0,0,0,1,2,0,0,5,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,50.083
1775,Unscored (no condition data),PTrail,745,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,143.169,,,,,49,3,,trails,Asphalt,1,2,2,1,2,0,1,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,143.169
1776,Unscored (no condition data),PTrail,746,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,57.279,,,,,49,3,,trails,Asphalt,1,2,2,1,0,0,1,0,0,1,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,57.279
1777,Unscored (no condition data),PTrail,749,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,189.403,,,,,59,3,,trails,Asphalt,1,2,2,1,2,0,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,189.403
1778,Unscored (no condition data),PTrail,750,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,63.513,,,,,49,3,,trails,Asphalt,1,2,2,1,0,0,1,0,0,1,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,63.513
1779,Unscored (no condition data),PTrail,756,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,315.818,,,,,60,3,,trails,Asphalt,1,2,2,1,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,5,0,1,1,1,1,2,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,315.818
1780,Unscored (no condition data),PTrail,757,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,80.925,,,,,53,3,,trails,Asphalt,1,2,2,1,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,5,0,1,1,1,1,2,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,80.925
1781,Unscored (no condition data),PTrail,758,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,136.063,,,,,53,3,,trails,Asphalt,1,2,2,1,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,5,0,1,1,1,1,2,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,136.063
1782,Unscored (no condition data),PTrail,759,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,10.508,,,,,61,3,,trails,Asphalt,1,2,2,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,1,2,0,0,0,0,1,2,2,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,3,1,1,1,1,2,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,10.508
1783,Unscored (no condition data),PTrail,760,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,107.471,,,,,61,3,,trails,Asphalt,1,2,2,1,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,1,2,0,0,0,0,1,2,2,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,3,1,1,1,1,2,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,107.471
1784,Unscored (no condition data),PTrail,761,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,36.754,,,,,64,4,,trails,Asphalt,1,2,2,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,1,2,0,0,0,0,1,2,2,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,5,3,1,1,1,1,2,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,36.754
1785,Unscored (no condition data),PTrail,765,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,17.89,,,,,60,3,,trails,Asphalt,1,2,2,1,2,0,1,2,0,0,0,0,1,2,2,1,2,0,0,0,0,1,2,2,0,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,2,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,17.89
1786,Unscored (no condition data),PTrail,766,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,8.166,,,,,57,3,,trails,Dirt,1,2,2,1,2,2,1,2,2,0,0,0,1,2,2,1,0,0,0,0,0,1,2,2,0,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,8.166
1787,Unscored (no condition data),PTrail,767,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,342.604,,,,,56,3,,trails,Asphalt,1,2,2,1,2,2,1,2,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,1,2,0,1,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,342.604
1788,Unscored (no condition data),PTrail,785,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,248.313,,,,,58,3,,trails,Asphalt,1,2,2,1,2,2,0,0,0,0,0,0,1,2,0,1,2,2,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,2,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,248.313
1789,Unscored (no condition data),PTrail,786,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,386.194,,,,,61,3,,trails,Asphalt,1,2,2,1,2,2,1,2,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,5,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,386.194
1790,Unscored (no condition data),PTrail,788,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,307.099,,,,,51,3,,trails,Asphalt,1,2,2,1,2,2,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,307.099
1791,Unscored (no condition data),PTrail,790,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,125.79,,,,,66,4,,trails,Asphalt,1,2,2,1,2,0,1,2,0,1,2,0,1,2,2,0,0,0,0,0,0,0,0,0,5,5,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,2,0,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,125.79
1792,Unscored (no condition data),PTrail,792,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,7.569,,,,,49,3,,trails,Asphalt,1,2,2,1,0,0,1,0,0,1,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,7.569
1793,Unscored (no condition data),PTrail,800,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,719.099,,,,,54,3,,trails,Asphalt,1,2,2,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,5,5,0,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,719.099
1794,Unscored (no condition data),PTrail,801,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,942.759,,,,,53,3,,trails,Asphalt,1,2,2,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,942.759
1795,Unscored (no condition data),PTrail,806,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,581.763,,,,,62,3,,trails,Asphalt,1,2,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,1,2,0,1,0,0,1,2,2,0,1,2,2,0,0,0,1,2,2,0,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,581.763
1796,Unscored (no condition data),PTrail,807,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,283.574,,,,,61,3,,trails,Asphalt,1,2,2,1,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,2,1,2,0,1,2,2,0,1,2,2,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,283.574
1797,Unscored (no condition data),PTrail,808,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,222.16,,,,,54,3,,trails,Asphalt,1,2,2,1,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,0,0,1,2,0,0,1,2,2,0,0,0,1,2,0,0,5,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,222.16
1798,Unscored (no condition data),PTrail,809,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,310.7,,,,,65,4,,trails,Asphalt,1,2,2,1,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,2,2,1,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,2,5,5,0,3,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,310.7
1799,Unscored (no condition data),PTrail,810,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,198.47,,,,,59,3,,trails,Asphalt,1,2,2,1,2,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,0,1,2,2,0,0,0,0,0,0,0,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,1,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,198.47
1800,Unscored (no condition data),PTrail,813,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,149.387,,,,,61,3,,trails,Asphalt,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,1,1,1,2,0,1,2,2,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,149.387
1801,Unscored (no condition data),PTrail,814,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,118.39,,,,,53,3,,trails,Asphalt,1,2,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,118.39
1802,Unscored (no condition data),PTrail,815,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,8.169,,,,,55,3,,trails,Asphalt,1,2,2,1,2,0,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,1,2,2,0,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,8.169
1803,Unscored (no condition data),PTrail,825,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,2377.378,,,,,57,3,,trails,Asphalt,1,2,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,2,5,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,2377.378
1804,Unscored (no condition data),PTrail,831,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,639.86,,,,,50,3,,trails,Asphalt,1,2,2,1,2,2,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,639.86
1805,Unscored (no condition data),PTrail,832,,3.0,,0.0,0.0,0.0,,Asphalt,,,3,133.548,,,,,54,3,,trails,Asphalt,1,2,2,1,2,2,0,0,0,0,0,0,1,2,0,1,2,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,133.548
